Recipient,Armament category,Delivery year,Total TIV
Brazil,Aircraft,2013,34.0
Brazil,Engines,2013,0.75
Brazil,Engines,2014,0.75
Brazil,Artillery,2019,26.4
Brazil,Engines,2014,3.6
Brazil,Engines,2015,0.78
Brazil,Engines,2013,0.12
Brazil,Engines,2020,2.5
Brazil,Engines,2021,10.0
Brazil,Engines,2023,7.5
Brazil,Ships,1994,30.17
Brazil,Aircraft,1996,33.6
Brazil,Armoured vehicles,1997,76.44
Brazil,Aircraft,1990,1.0
Brazil,Aircraft,1996,11.53
Brazil,Aircraft,1997,11.53
Brazil,Sensors,1999,11.0
Brazil,Sensors,2000,22.0
Brazil,Sensors,2001,33.0
Brazil,Aircraft,2001,3.7
Brazil,Aircraft,2001,67.2
Brazil,Aircraft,2002,44.8
Brazil,Aircraft,2006,14.5
Brazil,Aircraft,2007,14.5
Brazil,Aircraft,2008,14.5
Brazil,Missiles,2010,16.0
Brazil,Missiles,2011,16.0
Brazil,Missiles,2012,16.0
Brazil,Engines,1991,7.0
Brazil,Engines,1992,7.0
Brazil,Engines,1994,7.0
Brazil,Engines,2008,7.0
Brazil,Engines,2002,13.0
Brazil,Engines,2003,7.8
Brazil,Sensors,2002,5.0
Brazil,Sensors,2004,5.0
Brazil,Armoured vehicles,2023,3.0
Brazil,Armoured vehicles,2020,3.0
Brazil,Armoured vehicles,2024,0.72
Brazil,Armoured vehicles,2023,1.44
Brazil,Engines,2021,1.0
Brazil,Engines,2020,1.0
Brazil,Engines,2019,2.0
Brazil,Engines,2023,1.0
Brazil,Engines,2019,6.0
Brazil,Engines,2020,6.0
Brazil,Engines,2021,12.0
Brazil,Engines,2022,6.0
Brazil,Engines,2023,6.0
Brazil,Engines,2024,6.0
Brazil,Armoured vehicles,2019,2.4
Brazil,Engines,2017,4.4
Brazil,Engines,2009,0.25
Brazil,Aircraft,2011,22.41
Brazil,Aircraft,2012,33.61
Brazil,Aircraft,2013,33.61
Brazil,Aircraft,2014,11.2
Brazil,Engines,2007,0.25
Brazil,Engines,2008,0.1
Brunei,Aircraft,2013,14.5
Brunei,Aircraft,2015,36.25
Brunei,Aircraft,2014,36.25
Brunei,Aircraft,1996,7.25
Brunei,Aircraft,1997,14.5
Brunei,Aircraft,1998,7.25
Brunei,Engines,1997,1.0
Brunei,Engines,2004,0.3
Brunei,Engines,2003,0.27
Brunei,Aircraft,2021,0.35
Bulgaria,Engines,2011,3.0
Bulgaria,Engines,2007,3.0
Bulgaria,Engines,2008,3.0
Bulgaria,Aircraft,1999,4.2
Bulgaria,Armoured vehicles,2008,2.8
Bulgaria,Armoured vehicles,2015,4.0
Burkina Faso,Engines,2021,1.2
Burkina Faso,Aircraft,2006,2.85
Burkina Faso,Engines,2022,0.75
Burundi,Armoured vehicles,2015,1.4
Burundi,Armoured vehicles,2016,2.94
Cameroon,Aircraft,2016,0.08
Cameroon,Aircraft,2019,4.0
Cameroon,Aircraft,2015,2.0
Cameroon,Armoured vehicles,2015,0.84
Cameroon,Aircraft,2018,2.0
Cameroon,Aircraft,2010,10.0
Cameroon,Engines,2013,1.0
Cameroon,Aircraft,1990,2.85
Cameroon,Engines,2023,0.5
Canada,Engines,2019,1.04
Canada,Engines,2018,5.36
Canada,Engines,2017,4.88
Canada,Engines,2016,8.24
Canada,Engines,2015,8.24
Canada,Engines,2014,8.24
Canada,Engines,2013,8.0
Canada,Armoured vehicles,2006,7.35
Canada,Armoured vehicles,2008,7.7
Canada,Armoured vehicles,2009,7.7
Canada,Armoured vehicles,2007,7.7
Canada,Armoured vehicles,2003,7.0
Canada,Armoured vehicles,2005,7.0
Canada,Armoured vehicles,2004,7.0
Canada,Armoured vehicles,2005,6.0
Canada,Armoured vehicles,2009,4.5
Canada,Armoured vehicles,2002,0.6
Canada,Armoured vehicles,2006,7.5
Canada,Armoured vehicles,2007,7.5
Canada,Armoured vehicles,2008,7.5
Canada,Armoured vehicles,2003,6.0
Canada,Armoured vehicles,2004,6.0
Canada,Missiles,2024,5.0
Canada,Engines,2022,4.0
Canada,Engines,2023,5.44
Canada,Engines,2024,4.0
Canada,Aircraft,2007,280.0
Canada,Aircraft,2008,280.0
Canada,Missiles,1992,19.8
Canada,Missiles,1993,6.3
Canada,Missiles,1994,63.9
Canada,Missiles,1996,28.8
Canada,Missiles,1995,31.5
Canada,Missiles,1993,19.8
Canada,Naval weapons,1994,20.0
Canada,Naval weapons,1992,20.0
Canada,Naval weapons,1991,20.0
Canada,Armoured vehicles,2016,65.0
Canada,Armoured vehicles,2017,129.5
Canada,Armoured vehicles,2018,50.0
Canada,Armoured vehicles,2019,5.5
Canada,Missiles,2016,4.5
Canada,Missiles,2003,0.9
Canada,Missiles,2002,7.8
Canada,Sensors,2011,2.5
Canada,Sensors,2012,2.5
Canada,Sensors,2013,7.5
Canada,Sensors,2014,7.5
Canada,Sensors,2015,5.0
Canada,Aircraft,2015,140.0
Canada,Aircraft,2024,11.2
Canada,Aircraft,2013,140.0
Canada,Aircraft,2014,160.0
Canada,Missiles,2024,3.6
Canada,Missiles,1997,3.0
Canada,Missiles,1998,3.3
Canada,Aircraft,1990,2.85
Canada,Missiles,2016,7.0
Canada,Missiles,2012,10.66
Canada,Missiles,2012,8.0
Canada,Missiles,2009,16.8
Canada,Missiles,2008,8.0
Canada,Missiles,2005,10.0
Canada,Missiles,2004,14.0
Canada,Missiles,2006,5.6
Canada,Missiles,2010,1.6
Canada,Missiles,2011,8.0
Canada,Missiles,2007,8.0
Canada,Naval weapons,1993,10.0
Canada,Naval weapons,1994,20.0
Canada,Naval weapons,1995,15.0
Canada,Naval weapons,1996,10.0
Canada,Naval weapons,1992,5.0
Canada,Missiles,2023,18.6
Canada,Missiles,2022,4.8
Canada,Missiles,2021,3.0
Canada,Sensors,2024,15.0
Canada,Missiles,2023,4.0
Canada,Missiles,2024,4.0
Canada,Aircraft,2017,0.35
Canada,Aircraft,1994,30.0
Canada,Aircraft,1995,150.0
Canada,Aircraft,1996,150.0
Canada,Aircraft,1997,150.0
Canada,Aircraft,1998,20.0
Canada,Sensors,2007,18.0
Canada,Sensors,2008,18.0
Canada,Aircraft,2010,200.0
Canada,Aircraft,2011,320.0
Canada,Aircraft,2012,160.0
Canada,Armoured vehicles,2007,3.5
Canada,Missiles,2007,2.0
Canada,Missiles,2008,2.0
Canada,Aircraft,2009,36.0
Canada,Aircraft,2008,7.2
Canada,Missiles,2003,7.0
Canada,Missiles,2004,7.0
Canada,Missiles,2005,7.0
Canada,Missiles,1996,2.0
Canada,Armoured vehicles,2009,16.8
Canada,Missiles,2007,16.0
Canada,Missiles,1995,6.3
Canada,Missiles,1996,6.3
Canada,Missiles,2014,19.2
Canada,Missiles,2015,19.2
Canada,Missiles,2016,19.2
Canada,Missiles,2013,4.0
Canada,Missiles,2012,10.0
Canada,Missiles,2013,10.0
Canada,Missiles,2014,7.0
Canada,Missiles,1992,13.5
Canada,Missiles,1996,27.9
Canada,Missiles,1994,28.8
Canada,Missiles,1995,28.8
Canada,Missiles,1990,9.0
Canada,Missiles,1991,9.0
Canada,Missiles,1991,14.4
Canada,Missiles,1994,14.4
Canada,Missiles,1990,6.0
Canada,Naval weapons,1994,21.0
Canada,Naval weapons,1993,28.0
Canada,Naval weapons,1991,35.0
Canada,Naval weapons,1992,21.0
Canada,Aircraft,1991,200.7
Canada,Sensors,1992,11.0
Canada,Sensors,1993,11.0
Canada,Naval weapons,1995,14.0
Canada,Naval weapons,1994,28.0
Canada,Aircraft,1991,140.0
Canada,Missiles,1992,2.7
Canada,Sensors,1992,5.0
Canada,Sensors,1993,10.0
Canada,Sensors,1994,20.0
Canada,Sensors,1995,15.0
Canada,Sensors,1996,10.0
Canada,Aircraft,1995,22.8
Canada,Aircraft,2000,48.0
Canada,Missiles,2000,1.8
Canada,Missiles,2001,3.6
Canada,Missiles,2000,5.4
Canada,Missiles,2001,2.7
Canada,Missiles,2002,2.7
Canada,Sensors,2003,20.0
Canada,Sensors,2004,36.0
Canada,Sensors,2005,60.0
Canada,Sensors,2006,44.0
Canada,Aircraft,2002,3.8
Canada,Sensors,2002,11.5
Canada,Sensors,2003,12.0
Canada,Missiles,2006,3.6
Canada,Missiles,2007,58.2
Canada,Missiles,2008,20.0
Canada,Missiles,2009,20.0
Canada,Missiles,2010,8.0
Canada,Engines,1992,1.5
Canada,Engines,1991,1.5
Canada,Engines,1990,1.5
Canada,Engines,1993,0.72
Canada,Engines,1998,1.41
Canada,Engines,1997,2.34
Canada,Engines,1996,2.34
Canada,Engines,2004,0.55
Canada,Engines,2003,4.0
Canada,Engines,2002,4.0
Canada,Engines,2001,6.0
Canada,Engines,2000,9.0
Canada,Engines,1999,8.0
Canada,Engines,1998,1.0
Canada,Engines,1992,14.0
Canada,Engines,1993,28.0
Canada,Engines,1994,56.0
Canada,Engines,1995,42.0
Canada,Engines,1996,28.0
Canada,Engines,1992,5.0
Canada,Engines,1994,10.0
Canada,Engines,1991,5.0
Canada,Other,2002,8.4
Canada,Other,2001,72.0
Canada,Other,2000,108.0
Canada,Other,1999,96.0
Canada,Other,1998,12.0
Canada,Other,1998,28.2
Canada,Other,1997,46.8
Canada,Other,1996,46.8
Canada,Aircraft,1997,56.0
Canada,Engines,2019,1.68
Canada,Engines,2018,9.6
Canada,Missiles,2023,1.8
Canada,Missiles,2024,9.0
Canada,Aircraft,2015,144.0
Canada,Aircraft,2016,36.0
Canada,Aircraft,2017,72.0
Canada,Aircraft,2018,18.0
Canada,Aircraft,2019,72.0
Canada,Aircraft,2020,54.0
Canada,Aircraft,2021,36.0
Canada,Aircraft,2022,36.0
Canada,Aircraft,2024,18.0
Canada,Aircraft,2024,33.0
Canada,Missiles,2017,15.0
Canada,Missiles,2016,7.5
Canada,Missiles,2018,7.5
Central African Rep.,Aircraft,2006,9.2
Chad,Aircraft,2017,2.0
Chad,Armoured vehicles,2016,2.2
Chad,Armoured vehicles,2017,4.4
Chad,Aircraft,2006,0.64
Chad,Engines,2014,6.0
Chad,Armoured vehicles,2020,3.08
Chad,Engines,2022,0.6
Chad,Engines,2021,0.4
Chad,Engines,2018,1.0
Chile,Engines,1997,1.0
Chile,Aircraft,1990,1.96
Chile,Armoured vehicles,2004,15.8
Chile,Aircraft,2021,0.2
Chile,Engines,1995,0.15
Chile,Engines,1996,0.15
Chile,Engines,1992,0.15
Chile,Engines,1991,0.51
Chile,Engines,1994,0.09
Chile,Engines,1990,0.6
Chile,Engines,1997,0.15
Chile,Engines,1998,0.15
Chile,Engines,1999,0.15
Chile,Engines,2000,0.06
Chile,Missiles,2014,15.0
Chile,Missiles,2015,30.0
Chile,Engines,2016,2.6
Chile,Aircraft,2018,43.5
Chile,Aircraft,1992,4.19
Chile,Aircraft,1993,6.29
Chile,Aircraft,2006,248.0
Chile,Aircraft,2007,62.0
Chile,Missiles,2012,4.2
Chile,Sensors,2013,4.0
Chile,Sensors,2014,6.0
Chile,Missiles,2013,15.0
Chile,Missiles,2014,30.0
Chile,Missiles,2015,15.0
Chile,Aircraft,2015,0.2
Chile,Artillery,2015,9.9
Chile,Artillery,2012,9.9
Chile,Aircraft,2015,15.2
Chile,Aircraft,2016,15.2
Chile,Aircraft,2017,0.4
Chile,Aircraft,2016,0.4
Chile,Aircraft,2021,22.4
Chile,Aircraft,2013,1.68
Chile,Missiles,2019,0.88
Chile,Naval weapons,2001,2.8
Chile,Aircraft,1991,9.2
Chile,Aircraft,1992,27.6
Chile,Aircraft,1994,9.2
Chile,Aircraft,1993,18.4
Chile,Aircraft,1992,9.2
Chile,Air-defence systems,2000,11.2
Chile,Air-defence systems,1999,6.4
Chile,Air-defence systems,2000,5.12
Chile,Air-defence systems,1999,5.44
Chile,Aircraft,1998,1.4
Chile,Missiles,2007,2.1
Chile,Sensors,2010,2.5
Chile,Sensors,2011,5.0
Chile,Sensors,2013,10.0
Chile,Sensors,2014,10.0
Chile,Sensors,2015,10.0
Chile,Aircraft,2013,0.4
Chile,Aircraft,2015,0.4
Chile,Ships,2010,85.8
Chile,Aircraft,1992,20.0
Chile,Ships,1995,30.17
Chile,Aircraft,1994,7.0
Chile,Aircraft,1996,4.2
Chile,Aircraft,1997,2.1
Chile,Aircraft,1997,0.14
Chile,Aircraft,1998,0.7
Chile,Aircraft,1999,0.7
Chile,Aircraft,2000,0.56
Chile,Aircraft,2009,20.0
Chile,Aircraft,1998,7.25
Chile,Aircraft,1998,8.0
Chile,Aircraft,1992,6.9
Chile,Aircraft,1996,2.85
Chile,Missiles,2006,5.0
Chile,Missiles,2007,15.0
Chile,Aircraft,2010,24.0
Chile,Aircraft,2011,24.0
Chile,Aircraft,2012,24.0
Chile,Aircraft,2000,2.0
Chile,Aircraft,2001,2.0
Chile,Aircraft,2001,9.3
Chile,Engines,1996,1.2
Chile,Engines,1997,1.8
Chile,Engines,1992,0.6
Chile,Engines,1993,1.2
Chile,Engines,1994,1.2
Chile,Engines,1995,1.2
Chile,Engines,1990,1.8
Chile,Engines,1991,1.8
Chile,Engines,1990,2.0
Chile,Aircraft,1996,1.4
Chile,Aircraft,2010,20.0
Chile,Aircraft,2009,10.0
Chile,Aircraft,2011,10.0
Chile,Sensors,2003,7.5
China,Engines,1994,35.0
China,Engines,1995,1.8
China,Engines,1996,1.8
Colombia,Aircraft,2021,8.0
Colombia,Aircraft,2022,4.0
Colombia,Aircraft,2023,2.0
Colombia,Aircraft,2017,26.0
Colombia,Engines,2010,1.0
Colombia,Engines,2003,2.0
Colombia,Aircraft,2024,0.06
Colombia,Aircraft,2013,3.1
Colombia,Aircraft,2014,3.1
Colombia,Aircraft,2016,3.1
Colombia,Aircraft,2015,3.1
Colombia,Aircraft,2017,3.1
Colombia,Aircraft,2018,3.1
Colombia,Aircraft,2019,6.2
Colombia,Aircraft,2020,6.2
Colombia,Aircraft,2021,6.2
Colombia,Armoured vehicles,2013,0.8
Colombia,Armoured vehicles,2014,10.4
Colombia,Aircraft,2011,1.68
Colombia,Aircraft,2010,1.68
Colombia,Aircraft,2012,1.12
Colombia,Aircraft,2013,1.12
Colombia,Missiles,2015,4.8
Colombia,Missiles,2015,1.0
Colombia,Sensors,2015,44.0
Colombia,Armoured vehicles,2016,0.8
Colombia,Sensors,1997,2.25
Colombia,Sensors,1998,2.25
Colombia,Aircraft,2006,0.32
Colombia,Aircraft,2007,0.32
Colombia,Aircraft,2012,50.75
Colombia,Aircraft,2001,116.0
Colombia,Aircraft,2002,15.5
Colombia,Aircraft,1998,36.25
Colombia,Ships,1994,12.8
Colombia,Aircraft,2000,7.6
Colombia,Aircraft,2000,7.25
Colombia,Aircraft,1999,36.25
Colombia,Aircraft,1993,10.48
Colombia,Aircraft,2009,108.75
Colombia,Aircraft,2021,0.4
Colombia,Aircraft,2022,0.4
Colombia,Aircraft,2024,0.2
Colombia,Aircraft,1997,8.5
Colombia,Aircraft,1998,12.75
Colombia,Aircraft,1991,4.25
Colombia,Aircraft,2010,0.15
Colombia,Aircraft,2011,0.75
Colombia,Aircraft,2012,0.75
Colombia,Aircraft,2013,1.2
Colombia,Aircraft,2014,0.9
Colombia,Aircraft,2016,8.4
Colombia,Aircraft,2019,8.4
Colombia,Aircraft,1993,5.4
Colombia,Aircraft,1991,23.4
Colombia,Ships,1991,14.78
Colombia,Ships,1992,14.78
Colombia,Aircraft,1996,2.24
Colombia,Aircraft,1997,1.12
Colombia,Aircraft,1998,1.12
Colombia,Aircraft,1999,1.12
Colombia,Aircraft,1997,9.0
Colombia,Aircraft,1997,31.0
Colombia,Aircraft,1998,27.9
Colombia,Aircraft,1999,6.2
Colombia,Aircraft,2000,24.8
Colombia,Aircraft,2001,24.8
Colombia,Aircraft,2002,21.7
Colombia,Aircraft,2002,65.1
Colombia,Aircraft,2003,65.1
Colombia,Aircraft,2000,22.2
Colombia,Aircraft,2002,3.6
Colombia,Aircraft,2003,0.78
Colombia,Aircraft,2002,0.52
Colombia,Sensors,2001,11.0
Colombia,Sensors,2007,22.0
Colombia,Sensors,2006,22.0
Colombia,Aircraft,2002,9.2
Colombia,Aircraft,2007,18.6
Colombia,Aircraft,2007,4.25
Colombia,Aircraft,2005,4.25
Colombia,Aircraft,2006,4.25
Colombia,Sensors,2014,5.0
Colombia,Sensors,2013,5.0
Colombia,Sensors,2022,2.5
Colombia,Ships,2007,4.0
Colombia,Aircraft,2010,24.0
Colombia,Aircraft,2007,5.7
Colombia,Sensors,2008,12.0
Colombia,Sensors,2009,6.0
Colombia,Aircraft,2009,2.85
Colombia,Aircraft,2010,2.85
Colombia,Aircraft,2008,2.88
Colombia,Aircraft,2010,2.88
Colombia,Aircraft,2009,4.32
Colombia,Aircraft,2011,29.0
Colombia,Aircraft,2012,21.75
Colombia,Aircraft,2009,5.7
Colombia,Aircraft,2010,5.7
Colombia,Ships,1990,4.6
Colombia,Aircraft,2011,2.85
Colombia,Sensors,2014,2.5
Colombia,Sensors,2015,2.5
Colombia,Aircraft,2013,26.4
Colombia,Aircraft,2012,2.85
Colombia,Aircraft,1996,20.0
Colombia,Aircraft,2007,58.0
Colombia,Aircraft,2011,37.2
Colombia,Aircraft,2007,8.4
Colombia,Missiles,2007,1.0
Colombia,Missiles,2008,1.0
Colombia,Aircraft,2009,2.0
Colombia,Aircraft,2010,8.0
Colombia,Aircraft,2011,6.0
Colombia,Missiles,2013,1.6
Colombia,Aircraft,2008,0.07
Colombia,Other,2014,0.6
Colombia,Aircraft,2013,36.25
Colombia,Aircraft,2013,0.24
Colombia,Aircraft,2013,1.0
Colombia,Aircraft,2017,1.0
Colombia,Aircraft,2013,14.5
Colombia,Aircraft,2013,2.0
Colombia,Aircraft,2009,17.76
Colombia,Aircraft,2013,1.12
Colombia,Aircraft,2001,0.28
Colombia,Aircraft,1995,3.0
Colombia,Aircraft,1994,14.8
Colombia,Aircraft,1996,14.8
Colombia,Aircraft,1995,14.8
Colombia,Aircraft,1994,14.5
Colombia,Aircraft,1995,14.5
Colombia,Aircraft,1997,50.75
Colombia,Aircraft,1990,1.9
Colombia,Aircraft,1991,1.9
Colombia,Aircraft,1991,7.6
Colombia,Aircraft,1993,36.8
Colombia,Aircraft,1992,0.26
Colombia,Aircraft,1995,2.85
Colombia,Aircraft,1998,0.13
Colombia,Aircraft,2001,101.5
Colombia,Aircraft,2003,18.0
Colombia,Sensors,2001,3.0
Colombia,Aircraft,2002,8.5
Colombia,Aircraft,1998,0.26
Colombia,Sensors,2000,6.0
Colombia,Sensors,2001,8.0
Colombia,Sensors,2003,2.5
Colombia,Aircraft,2007,7.6
Colombia,Engines,1998,3.0
Colombia,Ships,2003,6.0
Colombia,Aircraft,2021,2.85
Colombia,Aircraft,2022,5.0
Colombia,Armoured vehicles,2022,10.56
Colombia,Armoured vehicles,2024,18.24
Colombia,Armoured vehicles,2021,3.2
Colombia,Aircraft,2011,2.85
Colombia,Aircraft,2019,7.25
Colombia,Aircraft,2013,10.0
Colombia,Aircraft,2014,10.0
Colombia,Armoured vehicles,2023,0.52
Colombia,Aircraft,2020,11.2
Colombia,Aircraft,2021,22.4
Colombia,Aircraft,2022,26.4
Colombia,Armoured vehicles,2010,15.6
Congo,Engines,2010,0.96
Congo,Engines,2021,0.3
Costa Rica,Armoured vehicles,2018,0.18
Costa Rica,Aircraft,2019,7.5
Côte d'Ivoire,Aircraft,1992,0.28
Côte d'Ivoire,Armoured vehicles,2022,0.28
Côte d'Ivoire,Armoured vehicles,2022,1.44
Croatia,Missiles,2018,2.5
Croatia,Missiles,2017,2.5
Croatia,Armoured vehicles,2014,4.2
Croatia,Armoured vehicles,2014,3.84
Croatia,Armoured vehicles,2014,1.6
Croatia,Armoured vehicles,2014,12.0
Croatia,Aircraft,2016,19.2
Croatia,Armoured vehicles,2016,0.77
Croatia,Aircraft,1997,7.0
Croatia,Sensors,2001,55.0
Croatia,Aircraft,2022,14.5
Croatia,Aircraft,2022,14.5
Cyprus,Aircraft,1997,5.0
Cyprus,Aircraft,1990,5.0
Cyprus,Aircraft,1990,2.85
Czechia,Engines,2024,2.4
Czechia,Missiles,2002,2.4
Czechia,Missiles,2005,9.6
Czechia,Missiles,2023,0.7
Czechia,Engines,2012,1.15
Czechia,Engines,2011,1.6
Czechia,Engines,2010,1.5
Czechia,Engines,2009,0.85
Czechia,Engines,2013,0.25
Czechia,Aircraft,2015,0.4
Czechia,Aircraft,2023,58.0
Czechia,Missiles,2018,1.5
Czechia,Engines,2020,0.8
Czechia,Engines,2019,0.2
Czechia,Aircraft,2023,13.0
Czechia,Aircraft,2024,39.0
Czechia,Aircraft,2018,1.6
Czechia,Missiles,2008,14.4
Czechia,Engines,2005,30.8
Czechia,Engines,2000,2.0
Czechia,Engines,2001,35.0
Czechia,Engines,2002,21.0
Czechia,Engines,2003,14.0
Czechia,Missiles,2006,0.36
Denmark,Missiles,2023,2.5
Denmark,Missiles,2024,2.5
Denmark,Armoured vehicles,2018,3.15
Denmark,Armoured vehicles,2011,5.6
Denmark,Naval weapons,2012,20.0
Denmark,Naval weapons,2013,20.0
Denmark,Naval weapons,2014,20.0
Denmark,Missiles,1994,22.4
Denmark,Missiles,1995,22.4
Denmark,Missiles,1996,22.4
Denmark,Aircraft,1997,33.04
Denmark,Missiles,2016,2.0
Denmark,Aircraft,2024,385.0
Denmark,Aircraft,2023,220.0
Denmark,Aircraft,2022,110.0
Denmark,Aircraft,2021,220.0
Denmark,Missiles,2006,3.2
Denmark,Missiles,2007,7.6
Denmark,Missiles,2004,12.0
Denmark,Missiles,2005,12.0
Denmark,Missiles,2012,8.0
Denmark,Missiles,2014,8.0
Denmark,Missiles,2013,8.0
Denmark,Missiles,2015,8.0
Denmark,Missiles,2016,3.2
Denmark,Aircraft,1996,8.0
Denmark,Sensors,2008,3.0
Denmark,Missiles,2016,1.0
Denmark,Missiles,2012,4.2
Denmark,Engines,2016,31.2
Denmark,Engines,2015,33.8
Denmark,Missiles,2017,3.0
Denmark,Armoured vehicles,2017,0.84
Denmark,Aircraft,2016,66.0
Denmark,Aircraft,2017,49.5
Denmark,Aircraft,2018,33.0
Denmark,Missiles,1998,5.94
Denmark,Missiles,1999,5.94
Denmark,Missiles,2000,6.12
Denmark,Missiles,2001,6.12
Denmark,Missiles,2002,5.94
Denmark,Missiles,2003,5.94
Denmark,Missiles,2005,2.0
Denmark,Missiles,2006,2.9
Denmark,Missiles,2005,2.0
Denmark,Missiles,2006,2.0
Denmark,Missiles,2004,2.74
Denmark,Missiles,2005,2.74
Denmark,Missiles,1991,12.15
Denmark,Missiles,1992,12.15
Denmark,Missiles,2020,2.88
Denmark,Engines,2009,0.39
Denmark,Engines,2008,0.33
Denmark,Engines,2007,0.15
Denmark,Missiles,1990,1.25
Denmark,Missiles,1991,1.25
Denmark,Armoured vehicles,1993,6.25
Denmark,Armoured vehicles,1992,6.25
Denmark,Missiles,1997,17.6
Denmark,Missiles,1998,33.6
Denmark,Artillery,1998,4.8
Denmark,Artillery,2001,4.8
Denmark,Artillery,1999,4.8
Denmark,Aircraft,1994,24.78
Denmark,Missiles,2006,0.36
Denmark,Missiles,2007,10.44
Denmark,Sensors,2001,9.0
Denmark,Sensors,1995,1.5
Denmark,Sensors,1996,4.5
Denmark,Sensors,1997,13.5
Denmark,Sensors,1998,21.0
Denmark,Sensors,1999,21.0
Denmark,Sensors,2000,21.0
Denmark,Naval weapons,2005,3.47
Denmark,Naval weapons,2004,3.47
Denmark,Sensors,2001,7.0
Denmark,Sensors,2002,6.0
Denmark,Sensors,2003,2.5
Denmark,Sensors,2004,5.0
Denmark,Missiles,2007,7.2
Denmark,Engines,1999,3.2
Denmark,Engines,2001,6.4
Denmark,Missiles,2022,16.8
Denmark,Aircraft,2007,40.0
Denmark,Aircraft,2004,120.0
Denmark,Missiles,2022,3.0
Denmark,Missiles,2023,6.0
Denmark,Missiles,2024,6.0
Denmark,Engines,1992,3.0
Denmark,Engines,1991,1.5
Denmark,Engines,1990,1.5
Denmark,Engines,1996,1.5
Denmark,Engines,1994,3.0
Denmark,Engines,1993,3.0
Denmark,Engines,1995,1.5
Denmark,Sensors,2007,22.0
Djibouti,Armoured vehicles,2019,7.02
Djibouti,Armoured vehicles,2014,0.8
Djibouti,Armoured vehicles,2014,4.5
Djibouti,Armoured vehicles,2016,0.98
Djibouti,Aircraft,1991,1.0
Dominican Rep.,Aircraft,2023,0.56
Dominican Rep.,Aircraft,2004,24.8
Dominican Rep.,Aircraft,2022,1.0
Dominican Rep.,Aircraft,2024,1.0
Dominican Rep.,Aircraft,2016,0.25
Dominican Rep.,Aircraft,2015,0.5
Dominican Rep.,Ships,2020,4.25
Dominican Rep.,Ships,1996,4.0
Dominican Rep.,Ships,2001,4.0
Dominican Rep.,Aircraft,2003,2.52
Dominican Rep.,Aircraft,2004,0.84
Dominican Rep.,Aircraft,1998,6.29
Dominican Rep.,Ships,2004,3.0
Dominican Rep.,Ships,2003,6.0
Dominican Rep.,Ships,2004,6.0
Dominican Rep.,Aircraft,2001,0.39
Dominican Rep.,Aircraft,2002,0.13
Dominican Rep.,Aircraft,2001,0.25
Dominican Rep.,Aircraft,2002,0.25
Dominican Rep.,Aircraft,2003,0.45
Dominican Rep.,Aircraft,2004,1.35
Dominican Rep.,Aircraft,2022,2.48
Dominican Rep.,Aircraft,2023,4.96
Dominican Rep.,Aircraft,2022,1.74
Dem. Rep. Congo,Engines,2024,2.0
Dem. Rep. Congo,Aircraft,2009,28.0
Dem. Rep. Congo,Aircraft,2018,0.56
Dem. Rep. Congo,Aircraft,2020,6.2
Ecuador,Aircraft,2024,11.2
Ecuador,Sensors,1995,22.0
Ecuador,Aircraft,2014,2.56
Ecuador,Ships,1991,21.0
Ecuador,Engines,2024,0.48
Ecuador,Aircraft,2021,1.1
Ecuador,Aircraft,1990,3.36
Ecuador,Aircraft,1994,4.0
Ecuador,Aircraft,2002,0.3
Ecuador,Aircraft,2010,2.56
Ecuador,Aircraft,2010,0.25
Ecuador,Aircraft,2009,0.5
Ecuador,Naval weapons,2010,7.0
Ecuador,Aircraft,1997,28.0
Ecuador,Aircraft,1997,15.0
Ecuador,Aircraft,1993,18.4
Ecuador,Aircraft,1998,5.8
Ecuador,Engines,2005,2.0
Ecuador,Aircraft,2023,1.28
Egypt,Armoured vehicles,1997,42.2
Egypt,Armoured vehicles,2005,6.2
Egypt,Armoured vehicles,2006,17.0
Egypt,Armoured vehicles,2003,2.2
Egypt,Air-defence systems,2001,15.75
Egypt,Armoured vehicles,1995,46.8
Egypt,Ships,2020,9.0
Egypt,Ships,2022,9.0
Egypt,Ships,2021,9.0
Egypt,Ships,2018,9.0
Egypt,Ships,2019,13.5
Egypt,Ships,2017,9.0
Egypt,Ships,2016,18.0
Egypt,Ships,2014,18.0
Egypt,Ships,2010,9.0
Egypt,Ships,2023,13.5
Egypt,Ships,2024,13.5
Egypt,Missiles,2024,12.5
Egypt,Missiles,2023,12.5
Egypt,Armoured vehicles,1991,33.0
Egypt,Armoured vehicles,1992,33.0
Egypt,Sensors,1990,15.0
Egypt,Sensors,1991,50.0
Egypt,Sensors,1992,50.0
Egypt,Sensors,1991,6.0
Egypt,Sensors,1992,6.0
Egypt,Sensors,1991,1.8
Egypt,Sensors,1992,1.8
Egypt,Missiles,1992,36.0
Egypt,Missiles,1991,36.0
Egypt,Missiles,1995,27.0
Egypt,Missiles,1996,27.0
Egypt,Missiles,1994,36.0
Egypt,Missiles,1990,36.0
Egypt,Missiles,1997,27.0
Egypt,Missiles,1993,36.0
Egypt,Missiles,2000,27.0
Egypt,Missiles,1999,27.0
Egypt,Missiles,1998,27.0
Egypt,Engines,2020,7.0
Egypt,Engines,2021,7.0
Egypt,Armoured vehicles,2015,7.8
Egypt,Armoured vehicles,2018,6.0
Egypt,Air-defence systems,2000,24.0
