Recipient,Delivery year,Armament category,Total TIV
Switzerland,1994,Missiles,108.0
Switzerland,1995,Missiles,93.0
Switzerland,1996,Aircraft,75.0
Switzerland,1996,Missiles,112.0
Switzerland,1997,Aircraft,337.5
Switzerland,1997,Engines,1.5
Switzerland,1997,Missiles,37.6
Switzerland,1998,Aircraft,375.0
Switzerland,1998,Engines,3.0
Switzerland,1998,Missiles,52.0
Switzerland,1999,Aircraft,487.5
Switzerland,1999,Engines,3.0
Switzerland,1999,Missiles,10.5
Switzerland,2000,Engines,3.0
Switzerland,2001,Engines,3.0
Switzerland,2002,Engines,1.95
Switzerland,2004,Sensors,18.0
Switzerland,2007,Missiles,1.8
Switzerland,2008,Missiles,0.54
Switzerland,2009,Missiles,1.8
Switzerland,2010,Engines,4.550000000000001
Switzerland,2010,Missiles,13.86
Switzerland,2010,Sensors,11.0
Switzerland,2011,Engines,4.85
Switzerland,2011,Sensors,11.0
Switzerland,2012,Aircraft,0.5
Switzerland,2012,Engines,4.76
Switzerland,2013,Engines,2.1
Switzerland,2014,Engines,0.6
Switzerland,2015,Engines,0.9
Switzerland,2016,Engines,1.2
Switzerland,2016,Missiles,60.0
Switzerland,2017,Engines,1.2
Switzerland,2022,Missiles,15.0
Switzerland,2023,Missiles,15.0
Taiwan,1990,Aircraft,41.6
Taiwan,1990,Armoured vehicles,152.4
Taiwan,1990,Engines,6.0
Taiwan,1990,Missiles,7.5
Taiwan,1990,Naval weapons,14.0
Taiwan,1990,Sensors,3.0
Taiwan,1991,Aircraft,189.0
Taiwan,1991,Armoured vehicles,159.24
Taiwan,1991,Artillery,79.2
Taiwan,1991,Engines,13.6
Taiwan,1991,Missiles,6.25
Taiwan,1991,Naval weapons,14.0
Taiwan,1991,Sensors,15.5
Taiwan,1991,Ships,36.0
Taiwan,1992,Aircraft,162.5
Taiwan,1992,Armoured vehicles,147.0
Taiwan,1992,Engines,31.25
Taiwan,1992,Missiles,16.25
Taiwan,1992,Naval weapons,7.0
Taiwan,1992,Sensors,43.0
Taiwan,1993,Aircraft,254.0
Taiwan,1993,Armoured vehicles,126.0
Taiwan,1993,Engines,43.75
Taiwan,1993,Missiles,33.0
Taiwan,1993,Sensors,40.0
Taiwan,1993,Ships,630.0
Taiwan,1994,Aircraft,342.8
Taiwan,1994,Armoured vehicles,63.0
Taiwan,1994,Engines,43.75
Taiwan,1994,Missiles,60.25
Taiwan,1994,Sensors,42.38
Taiwan,1994,Ships,300.0
Taiwan,1995,Aircraft,373.1
Taiwan,1995,Armoured vehicles,98.11
Taiwan,1995,Engines,43.75
Taiwan,1995,Missiles,78.06
Taiwan,1995,Sensors,40.0
Taiwan,1995,Ships,679.66
Taiwan,1996,Air-defence systems,47.0
Taiwan,1996,Aircraft,92.0
Taiwan,1996,Armoured vehicles,148.3
Taiwan,1996,Engines,43.75
Taiwan,1996,Missiles,110.5
Taiwan,1996,Naval weapons,14.0
Taiwan,1996,Sensors,40.0
Taiwan,1996,Ships,300.0
Taiwan,1997,Air-defence systems,94.0
Taiwan,1997,Aircraft,1874.5
Taiwan,1997,Armoured vehicles,41.58
Taiwan,1997,Engines,43.75
Taiwan,1997,Missiles,191.14
Taiwan,1997,Naval weapons,21.0
Taiwan,1997,Sensors,40.0
Taiwan,1997,Ships,660.34
Taiwan,1998,Air-defence systems,46.62
Taiwan,1998,Aircraft,1582.4
Taiwan,1998,Armoured vehicles,103.57
Taiwan,1998,Artillery,35.0
Taiwan,1998,Engines,45.75
Taiwan,1998,Missiles,119.68
Taiwan,1998,Naval weapons,7.0
Taiwan,1998,Sensors,40.0
Taiwan,1998,Ships,300.0
Taiwan,1999,Aircraft,1091.6
Taiwan,1999,Armoured vehicles,82.32
Taiwan,1999,Engines,45.75
Taiwan,1999,Missiles,187.01
Taiwan,1999,Sensors,62.9
Taiwan,1999,Ships,236.0
Taiwan,2000,Aircraft,246.5
Taiwan,2000,Armoured vehicles,22.68
Taiwan,2000,Engines,12.5
Taiwan,2000,Missiles,159.64
Taiwan,2000,Sensors,47.480000000000004
Taiwan,2000,Ships,58.48
Taiwan,2001,Aircraft,126.0
Taiwan,2001,Armoured vehicles,31.08
Taiwan,2001,Engines,6.25
Taiwan,2001,Missiles,150.47
Taiwan,2001,Sensors,28.2
Taiwan,2002,Aircraft,182.0
Taiwan,2002,Armoured vehicles,15.12
Taiwan,2002,Missiles,93.9
Taiwan,2003,Aircraft,72.0
Taiwan,2003,Missiles,36.0
Taiwan,2004,Sensors,11.0
Taiwan,2004,Ships,300.0
Taiwan,2005,Aircraft,160.0
Taiwan,2005,Armoured vehicles,27.0
Taiwan,2005,Missiles,42.52
Taiwan,2005,Sensors,55.0
Taiwan,2005,Ships,360.0
Taiwan,2006,Armoured vehicles,27.0
Taiwan,2006,Engines,0.48
Taiwan,2006,Missiles,60.919999999999995
Taiwan,2006,Sensors,55.0
Taiwan,2006,Ships,360.0
Taiwan,2007,Engines,0.4
Taiwan,2007,Missiles,12.1
Taiwan,2008,Engines,0.08
Taiwan,2008,Missiles,11.25
Taiwan,2009,Engines,0.16
Taiwan,2010,Engines,0.16
Taiwan,2010,Missiles,35.0
Taiwan,2011,Air-defence systems,55.0
Taiwan,2011,Engines,4.08
Taiwan,2011,Missiles,77.66
Taiwan,2012,Air-defence systems,110.0
Taiwan,2012,Aircraft,105.0
Taiwan,2012,Engines,4.08
Taiwan,2012,Missiles,114.55
Taiwan,2012,Sensors,6.0
Taiwan,2012,Ships,71.62
Taiwan,2013,Aircraft,270.0
Taiwan,2013,Engines,6.33
Taiwan,2013,Missiles,175.78
Taiwan,2013,Sensors,162.0
Taiwan,2014,Air-defence systems,55.0
Taiwan,2014,Aircraft,733.0
Taiwan,2014,Engines,8.58
Taiwan,2014,Missiles,239.2
Taiwan,2014,Naval weapons,7.0
Taiwan,2014,Sensors,33.0
Taiwan,2015,Air-defence systems,165.0
Taiwan,2015,Aircraft,329.0
Taiwan,2015,Engines,3.6
Taiwan,2015,Missiles,37.0
Taiwan,2016,Aircraft,87.0
Taiwan,2016,Engines,3.6
Taiwan,2016,Missiles,2.0
Taiwan,2017,Aircraft,87.0
Taiwan,2017,Engines,3.6
Taiwan,2017,Ships,396.0
Taiwan,2018,Aircraft,87.0
Taiwan,2018,Engines,1.84
Taiwan,2018,Missiles,3.6
Taiwan,2019,Aircraft,7.25
Taiwan,2019,Engines,2.56
Taiwan,2019,Missiles,3.6
Taiwan,2019,Sensors,42.0
Taiwan,2020,Armoured vehicles,12.0
Taiwan,2020,Engines,4.32
Taiwan,2020,Missiles,36.64
Taiwan,2020,Sensors,58.0
Taiwan,2021,Armoured vehicles,24.0
Taiwan,2021,Engines,11.0
Taiwan,2021,Missiles,30.4
Taiwan,2021,Naval weapons,7.0
Taiwan,2021,Sensors,80.0
Taiwan,2022,Armoured vehicles,9.0
Taiwan,2022,Engines,26.0
Taiwan,2022,Missiles,28.0
Taiwan,2022,Sensors,99.0
Taiwan,2023,Engines,48.019999999999996
Taiwan,2023,Missiles,19.65
Taiwan,2023,Naval weapons,28.0
Taiwan,2023,Sensors,113.0
Taiwan,2024,Armoured vehicles,162.0
Taiwan,2024,Artillery,15.5
Taiwan,2024,Missiles,86.85
Taiwan,2024,Sensors,8.0
Thailand,1990,Aircraft,142.29
Thailand,1990,Armoured vehicles,80.0
Thailand,1990,Missiles,2.5
Thailand,1991,Aircraft,177.9
Thailand,1991,Armoured vehicles,90.66
Thailand,1991,Missiles,4.1
Thailand,1991,Sensors,7.5
Thailand,1992,Aircraft,2.0
Thailand,1992,Armoured vehicles,7.0
Thailand,1992,Missiles,0.5
Thailand,1992,Sensors,22.0
Thailand,1993,Aircraft,112.0
Thailand,1993,Armoured vehicles,19.5
Thailand,1994,Armoured vehicles,19.5
Thailand,1994,Artillery,25.0
Thailand,1994,Engines,14.0
Thailand,1994,Missiles,30.060000000000002
Thailand,1994,Naval weapons,25.25
Thailand,1994,Ships,110.0
Thailand,1995,Aircraft,105.0
Thailand,1995,Engines,14.0
Thailand,1995,Missiles,15.84
Thailand,1995,Naval weapons,25.25
Thailand,1995,Sensors,5.0
Thailand,1996,Aircraft,302.36
Thailand,1996,Armoured vehicles,25.86
Thailand,1996,Missiles,2.15
Thailand,1996,Sensors,2.5
Thailand,1996,Ships,110.0
Thailand,1997,Aircraft,223.1
Thailand,1997,Armoured vehicles,110.94
Thailand,1997,Artillery,6.6
Thailand,1997,Engines,17.0
Thailand,1997,Missiles,7.2
Thailand,1997,Sensors,16.0
Thailand,1998,Aircraft,18.5
Thailand,1998,Armoured vehicles,2.4
Thailand,1998,Missiles,1.8
Thailand,1998,Sensors,13.0
Thailand,1999,Aircraft,18.5
Thailand,1999,Sensors,26.0
Thailand,2000,Aircraft,18.5
Thailand,2000,Armoured vehicles,6.6
Thailand,2001,Aircraft,7.25
Thailand,2001,Armoured vehicles,6.0
Thailand,2002,Aircraft,145.81
Thailand,2003,Aircraft,121.34
Thailand,2003,Missiles,4.8
Thailand,2004,Aircraft,31.79
Thailand,2004,Engines,2.0
Thailand,2004,Sensors,5.5
Thailand,2005,Aircraft,14.5
Thailand,2005,Sensors,2.5
Thailand,2006,Sensors,5.0
Thailand,2009,Aircraft,4.0
Thailand,2010,Engines,0.5
Thailand,2011,Aircraft,36.55
Thailand,2011,Engines,13.2
Thailand,2012,Aircraft,10.15
Thailand,2012,Engines,0.15
Thailand,2012,Sensors,11.0
Thailand,2013,Aircraft,21.75
Thailand,2013,Artillery,18.36
Thailand,2013,Engines,13.5
Thailand,2014,Aircraft,21.75
Thailand,2014,Engines,0.18
Thailand,2014,Sensors,10.0
Thailand,2015,Missiles,3.6
Thailand,2015,Sensors,23.0
Thailand,2016,Aircraft,7.25
Thailand,2016,Missiles,15.0
Thailand,2016,Sensors,24.0
Thailand,2017,Aircraft,5.6
Thailand,2017,Missiles,17.8
Thailand,2017,Sensors,6.0
Thailand,2018,Engines,15.8
Thailand,2018,Missiles,3.8
Thailand,2018,Naval weapons,27.0
Thailand,2019,Armoured vehicles,2.66
Thailand,2019,Engines,8.8
Thailand,2019,Missiles,12.5
Thailand,2020,Aircraft,8.34
Thailand,2020,Armoured vehicles,6.16
Thailand,2020,Engines,8.8
Thailand,2022,Aircraft,33.14
Thailand,2022,Armoured vehicles,2.38
Thailand,2023,Aircraft,27.25
Thailand,2023,Armoured vehicles,7.0
Thailand,2024,Aircraft,22.0
Thailand,2024,Engines,4.4
Thailand,2024,Missiles,4.5
Togo,1994,Aircraft,2.85
Togo,1995,Aircraft,2.85
Togo,2020,Armoured vehicles,4.6
Togo,2021,Armoured vehicles,10.0
Togo,2022,Armoured vehicles,4.2
Togo,2023,Armoured vehicles,1.2
Tonga,1996,Aircraft,0.26
Trinidad and Tobago,2000,Aircraft,2.74
Trinidad and Tobago,2001,Aircraft,0.5
Trinidad and Tobago,2002,Sensors,1.5
Trinidad and Tobago,2007,Ships,5.92
Trinidad and Tobago,2011,Aircraft,12.0
Trinidad and Tobago,2012,Aircraft,12.0
Tunisia,1992,Ships,8.0
Tunisia,1995,Aircraft,18.4
Tunisia,1996,Aircraft,22.59
Tunisia,1997,Aircraft,24.799999999999997
Tunisia,1998,Aircraft,18.4
Tunisia,1999,Aircraft,9.6
Tunisia,2002,Air-defence systems,8.0
Tunisia,2002,Aircraft,9.2
Tunisia,2002,Missiles,26.4
Tunisia,2003,Armoured vehicles,0.6
Tunisia,2006,Missiles,1.8
Tunisia,2008,Aircraft,3.46
Tunisia,2010,Aircraft,6.92
Tunisia,2011,Aircraft,6.92
Tunisia,2013,Aircraft,40.0
Tunisia,2014,Aircraft,40.0
Tunisia,2014,Engines,1.45
Tunisia,2015,Armoured vehicles,6.76
Tunisia,2016,Aircraft,8.4
Tunisia,2016,Armoured vehicles,3.64
Tunisia,2016,Engines,4.05
Tunisia,2017,Aircraft,59.0
Tunisia,2017,Engines,3.5
Tunisia,2017,Missiles,7.5
Tunisia,2018,Aircraft,29.0
Tunisia,2018,Armoured vehicles,1.26
Tunisia,2018,Engines,12.0
Tunisia,2019,Aircraft,14.5
Tunisia,2020,Aircraft,14.5
Tunisia,2020,Engines,0.2
Tunisia,2021,Engines,1.9
Tunisia,2022,Aircraft,15.0
Tunisia,2022,Engines,2.3
Tunisia,2023,Aircraft,11.4
Tunisia,2024,Aircraft,26.4
Turkey,1990,Aircraft,759.1
Turkey,1990,Armoured vehicles,6.0
Turkey,1990,Engines,24.2
Turkey,1990,Missiles,10.4
Turkey,1990,Sensors,11.0
Turkey,1991,Aircraft,874.95
Turkey,1991,Armoured vehicles,13.5
Turkey,1991,Engines,27.2
Turkey,1991,Missiles,27.1
Turkey,1992,Aircraft,1154.07
Turkey,1992,Armoured vehicles,391.54
Turkey,1992,Artillery,37.56
Turkey,1992,Engines,30.2
Turkey,1992,Missiles,55.02
Turkey,1993,Aircraft,918.0
Turkey,1993,Armoured vehicles,426.52
Turkey,1993,Artillery,1.32
Turkey,1993,Engines,25.5
Turkey,1993,Missiles,81.23
Turkey,1993,Sensors,11.0
Turkey,1993,Ships,440.0
Turkey,1994,Aircraft,646.04
Turkey,1994,Armoured vehicles,111.94
Turkey,1994,Engines,9.0
Turkey,1994,Missiles,118.35
Turkey,1994,Sensors,30.0
Turkey,1994,Ships,440.0
Turkey,1995,Aircraft,342.65
Turkey,1995,Armoured vehicles,102.3
Turkey,1995,Engines,26.0
Turkey,1995,Missiles,164.7
Turkey,1995,Naval weapons,17.25
Turkey,1995,Sensors,43.0
Turkey,1996,Air-defence systems,39.2
Turkey,1996,Aircraft,311.6
Turkey,1996,Engines,26.0
Turkey,1996,Missiles,181.66
Turkey,1996,Naval weapons,10.25
Turkey,1996,Sensors,44.0
Turkey,1997,Aircraft,924.8
Turkey,1997,Armoured vehicles,83.4
Turkey,1997,Engines,13.0
Turkey,1997,Missiles,125.5
Turkey,1997,Sensors,3.0
Turkey,1998,Aircraft,902.8
Turkey,1998,Armoured vehicles,58.8
Turkey,1998,Engines,26.0
Turkey,1998,Missiles,229.7
Turkey,1998,Naval weapons,25.25
Turkey,1998,Sensors,5.0
Turkey,1998,Ships,360.0
Turkey,1999,Aircraft,765.0
Turkey,1999,Armoured vehicles,105.6
Turkey,1999,Engines,3.0
Turkey,1999,Missiles,133.5
Turkey,1999,Sensors,5.0
Turkey,1999,Ships,120.0
Turkey,2000,Aircraft,87.0
Turkey,2000,Armoured vehicles,58.2
Turkey,2000,Engines,17.0
Turkey,2000,Missiles,73.1
Turkey,2000,Naval weapons,25.25
Turkey,2000,Sensors,15.0
Turkey,2000,Ships,240.0
Turkey,2001,Aircraft,43.5
Turkey,2001,Armoured vehicles,23.1
Turkey,2001,Engines,3.75
Turkey,2001,Missiles,56.0
Turkey,2001,Sensors,10.0
Turkey,2002,Aircraft,223.0
Turkey,2002,Armoured vehicles,44.4
Turkey,2002,Engines,3.75
Turkey,2002,Missiles,55.4
Turkey,2002,Ships,120.0
Turkey,2003,Armoured vehicles,58.8
Turkey,2003,Engines,3.75
Turkey,2003,Missiles,49.6
Turkey,2003,Ships,120.0
Turkey,2004,Aircraft,14.5
Turkey,2004,Armoured vehicles,63.0
Turkey,2004,Engines,3.75
Turkey,2004,Missiles,47.82
Turkey,2005,Air-defence systems,184.8
Turkey,2005,Engines,3.75
Turkey,2005,Missiles,29.4
Turkey,2005,Sensors,40.0
Turkey,2006,Engines,3.75
Turkey,2007,Engines,3.75
Turkey,2007,Missiles,30.3
Turkey,2008,Engines,3.75
Turkey,2008,Missiles,54.14
Turkey,2009,Aircraft,5.58
Turkey,2009,Missiles,2.98
Turkey,2009,Sensors,12.0
Turkey,2010,Aircraft,2.7
Turkey,2010,Engines,5.0
Turkey,2011,Aircraft,186.0
Turkey,2011,Engines,13.4
Turkey,2011,Missiles,97.4
Turkey,2011,Sensors,32.0
Turkey,2012,Aircraft,852.2099999999999
Turkey,2012,Engines,2.5
Turkey,2012,Missiles,26.98
Turkey,2012,Sensors,126.0
Turkey,2013,Aircraft,119.0
Turkey,2013,Engines,13.0
Turkey,2013,Missiles,85.42
Turkey,2013,Naval weapons,40.0
Turkey,2013,Sensors,100.0
Turkey,2014,Aircraft,835.0
Turkey,2014,Engines,18.25
Turkey,2014,Missiles,93.78
Turkey,2014,Naval weapons,40.0
Turkey,2014,Sensors,112.0
Turkey,2015,Aircraft,250.0
Turkey,2015,Engines,5.75
Turkey,2015,Missiles,22.08
Turkey,2015,Sensors,20.0
Turkey,2016,Aircraft,120.0
Turkey,2016,Engines,11.5
Turkey,2016,Missiles,46.580000000000005
Turkey,2017,Engines,9.0
Turkey,2017,Missiles,108.72
Turkey,2017,Naval weapons,28.0
Turkey,2018,Aircraft,20.0
Turkey,2018,Engines,32.0
Turkey,2018,Missiles,38.28
Turkey,2018,Naval weapons,28.0
Turkey,2019,Aircraft,60.0
Turkey,2019,Engines,45.85
Turkey,2019,Missiles,30.02
Turkey,2020,Engines,22.95
Turkey,2020,Missiles,6.0
Turkey,2021,Engines,27.6
Turkey,2021,Missiles,1.16
Turkey,2022,Aircraft,21.75
Turkey,2022,Engines,4.7
Turkey,2023,Aircraft,65.25
Turkey,2023,Engines,1.0
Turkey,2023,Missiles,21.0
Turkey,2023,Naval weapons,14.0
Turkey,2024,Aircraft,65.25
Turkey,2024,Engines,21.0
Turkmenistan,2016,Engines,1.4
Turkmenistan,2021,Aircraft,0.08
Turkmenistan,2021,Engines,18.16
Uganda,2009,Aircraft,2.0
Uganda,2015,Aircraft,2.0
Uganda,2015,Armoured vehicles,2.9000000000000004
Uganda,2017,Aircraft,15.5
Uganda,2020,Armoured vehicles,4.6
Uganda,2020,Engines,1.5
Ukraine,2015,Armoured vehicles,1.56
Ukraine,2015,Sensors,2.4
Ukraine,2016,Sensors,4.8
Ukraine,2017,Sensors,3.6
Ukraine,2018,Missiles,6.3
Ukraine,2018,Sensors,2.4
Ukraine,2018,Ships,7.36
Ukraine,2019,Sensors,2.4
Ukraine,2020,Missiles,4.5
Ukraine,2021,Armoured vehicles,1.04
Ukraine,2021,Missiles,5.4
Ukraine,2021,Sensors,2.4
Ukraine,2021,Ships,11.04
Ukraine,2022,Air-defence systems,50.0
Ukraine,2022,Aircraft,46.879999999999995
Ukraine,2022,Armoured vehicles,124.1
Ukraine,2022,Artillery,77.24
Ukraine,2022,Engines,3.67
Ukraine,2022,Missiles,539.8
Ukraine,2022,Sensors,30.8
Ukraine,2023,Air-defence systems,67.02
Ukraine,2023,Aircraft,14.299999999999999
Ukraine,2023,Armoured vehicles,310.96999999999997
Ukraine,2023,Artillery,39.36
Ukraine,2023,Missiles,1203.0
Ukraine,2023,Sensors,214.0
Ukraine,2024,Air-defence systems,44.0
Ukraine,2024,Aircraft,0.1
Ukraine,2024,Armoured vehicles,462.8
Ukraine,2024,Artillery,7.720000000000001
Ukraine,2024,Engines,0.8
Ukraine,2024,Missiles,2027.0
Ukraine,2024,Sensors,363.5
United Arab Emirates,1990,Missiles,5.94
United Arab Emirates,1993,Aircraft,84.0
United Arab Emirates,1993,Missiles,8.0
United Arab Emirates,1994,Aircraft,196.0
United Arab Emirates,1994,Missiles,16.8
United Arab Emirates,1995,Artillery,10.2
United Arab Emirates,1995,Sensors,16.0
United Arab Emirates,1996,Aircraft,140.0
United Arab Emirates,1996,Missiles,14.4
United Arab Emirates,1997,Aircraft,5.7
United Arab Emirates,1998,Missiles,19.98
United Arab Emirates,1999,Engines,3.8
United Arab Emirates,1999,Missiles,11.48
United Arab Emirates,2000,Engines,3.0
United Arab Emirates,2000,Missiles,12.2
United Arab Emirates,2001,Aircraft,11.2
United Arab Emirates,2001,Missiles,6.9
United Arab Emirates,2002,Aircraft,11.2
United Arab Emirates,2002,Missiles,6.0
United Arab Emirates,2003,Missiles,36.0
United Arab Emirates,2004,Aircraft,300.0
United Arab Emirates,2004,Missiles,80.5
United Arab Emirates,2004,Sensors,5.0
United Arab Emirates,2005,Aircraft,1131.0
United Arab Emirates,2005,Missiles,128.17
United Arab Emirates,2005,Sensors,10.0
United Arab Emirates,2006,Aircraft,826.0
United Arab Emirates,2006,Engines,6.6
United Arab Emirates,2006,Missiles,163.07
United Arab Emirates,2006,Sensors,10.0
United Arab Emirates,2007,Aircraft,390.4
United Arab Emirates,2007,Missiles,81.45
United Arab Emirates,2007,Sensors,10.0
United Arab Emirates,2008,Aircraft,633.5
United Arab Emirates,2008,Missiles,7.5
United Arab Emirates,2008,Sensors,41.0
United Arab Emirates,2009,Aircraft,315.25
United Arab Emirates,2009,Engines,6.6
United Arab Emirates,2009,Missiles,22.5
United Arab Emirates,2009,Sensors,54.0
United Arab Emirates,2010,Aircraft,135.85
United Arab Emirates,2010,Engines,4.4
United Arab Emirates,2010,Missiles,17.0
United Arab Emirates,2011,Aircraft,698.15
United Arab Emirates,2011,Armoured vehicles,12.5
United Arab Emirates,2011,Missiles,120.6
United Arab Emirates,2012,Air-defence systems,110.0
United Arab Emirates,2012,Aircraft,537.0
United Arab Emirates,2012,Missiles,288.37
United Arab Emirates,2013,Air-defence systems,220.0
United Arab Emirates,2013,Aircraft,145.45
United Arab Emirates,2013,Armoured vehicles,187.5
United Arab Emirates,2013,Artillery,22.0
United Arab Emirates,2013,Missiles,473.83
United Arab Emirates,2013,Sensors,24.0
United Arab Emirates,2014,Air-defence systems,165.0
United Arab Emirates,2014,Aircraft,94.8
United Arab Emirates,2014,Missiles,262.2
United Arab Emirates,2015,Air-defence systems,250.0
United Arab Emirates,2015,Aircraft,356.1
United Arab Emirates,2015,Missiles,187.6
United Arab Emirates,2016,Air-defence systems,250.0
United Arab Emirates,2016,Aircraft,65.39999999999999
United Arab Emirates,2016,Armoured vehicles,53.199999999999996
United Arab Emirates,2016,Engines,2.24
United Arab Emirates,2016,Missiles,265.2
United Arab Emirates,2017,Aircraft,59.2
United Arab Emirates,2017,Armoured vehicles,98.3
United Arab Emirates,2017,Engines,2.4
United Arab Emirates,2017,Missiles,291.2
United Arab Emirates,2018,Armoured vehicles,254.29999999999998
United Arab Emirates,2018,Artillery,13.2
United Arab Emirates,2018,Engines,2.4
United Arab Emirates,2018,Missiles,526.28
United Arab Emirates,2018,Sensors,4.0
United Arab Emirates,2019,Armoured vehicles,1.1
United Arab Emirates,2019,Engines,5.36
United Arab Emirates,2019,Missiles,361.7
United Arab Emirates,2019,Sensors,4.0
United Arab Emirates,2020,Aircraft,0.2
United Arab Emirates,2020,Engines,6.32
United Arab Emirates,2020,Missiles,238.43
United Arab Emirates,2021,Air-defence systems,55.0
United Arab Emirates,2021,Engines,8.08
United Arab Emirates,2021,Missiles,263.0
United Arab Emirates,2022,Air-defence systems,110.0
United Arab Emirates,2022,Engines,12.690000000000001
United Arab Emirates,2022,Missiles,252.8
United Arab Emirates,2022,Sensors,10.0
United Arab Emirates,2023,Air-defence systems,55.0
United Arab Emirates,2023,Aircraft,105.0
United Arab Emirates,2023,Engines,14.4
United Arab Emirates,2023,Missiles,237.5
United Arab Emirates,2023,Sensors,15.0
United Arab Emirates,2024,Aircraft,90.0
United Arab Emirates,2024,Armoured vehicles,4.22
United Arab Emirates,2024,Missiles,97.5
United Kingdom,1990,Aircraft,24.0
United Kingdom,1990,Artillery,12.0
United Kingdom,1990,Engines,12.0
United Kingdom,1990,Missiles,25.0
United Kingdom,1991,Aircraft,764.45
United Kingdom,1991,Artillery,15.6
United Kingdom,1991,Engines,12.0
United Kingdom,1991,Missiles,37.0
United Kingdom,1992,Aircraft,1013.0
United Kingdom,1992,Artillery,15.6
United Kingdom,1992,Engines,15.19
United Kingdom,1992,Missiles,37.0
United Kingdom,1993,Aircraft,14.45
United Kingdom,1993,Artillery,15.6
United Kingdom,1993,Engines,10.6
United Kingdom,1993,Missiles,727.4
United Kingdom,1994,Aircraft,14.45
United Kingdom,1994,Artillery,12.0
United Kingdom,1994,Engines,6.6
United Kingdom,1994,Missiles,377.5
United Kingdom,1995,Aircraft,39.7
United Kingdom,1995,Engines,3.3
United Kingdom,1995,Missiles,453.20000000000005
United Kingdom,1996,Aircraft,50.45
United Kingdom,1996,Missiles,439.1
United Kingdom,1997,Aircraft,99.0
United Kingdom,1997,Missiles,389.0
United Kingdom,1997,Sensors,8.0
United Kingdom,1998,Aircraft,134.0
United Kingdom,1998,Missiles,376.0
United Kingdom,1998,Naval weapons,14.0
United Kingdom,1998,Sensors,8.0
United Kingdom,1999,Aircraft,80.0
United Kingdom,1999,Engines,2.73
United Kingdom,1999,Naval weapons,14.0
United Kingdom,1999,Sensors,8.0
United Kingdom,2000,Aircraft,811.4
United Kingdom,2000,Engines,3.0
United Kingdom,2000,Missiles,25.9
United Kingdom,2000,Sensors,32.0
United Kingdom,2001,Aircraft,1121.1
United Kingdom,2001,Engines,3.0
United Kingdom,2001,Missiles,85.7
United Kingdom,2001,Sensors,54.0
United Kingdom,2002,Aircraft,262.7
United Kingdom,2002,Armoured vehicles,2.45
United Kingdom,2002,Engines,3.0
United Kingdom,2002,Missiles,55.7
United Kingdom,2002,Sensors,57.0
United Kingdom,2003,Aircraft,291.7
United Kingdom,2003,Armoured vehicles,0.35
United Kingdom,2003,Engines,3.0
United Kingdom,2003,Missiles,87.14
United Kingdom,2003,Sensors,62.0
United Kingdom,2004,Aircraft,54.15
United Kingdom,2004,Engines,3.0
United Kingdom,2004,Missiles,103.44
United Kingdom,2004,Sensors,9.0
United Kingdom,2005,Engines,3.0
United Kingdom,2005,Missiles,15.0
United Kingdom,2006,Armoured vehicles,4.2
United Kingdom,2006,Engines,3.0
United Kingdom,2006,Missiles,157.2
United Kingdom,2007,Air-defence systems,14.0
United Kingdom,2007,Aircraft,15.0
United Kingdom,2007,Armoured vehicles,44.1
United Kingdom,2007,Engines,2.7
United Kingdom,2007,Missiles,173.05
United Kingdom,2007,Sensors,140.0
United Kingdom,2008,Aircraft,287.5
United Kingdom,2008,Armoured vehicles,24.5
United Kingdom,2008,Engines,3.7199999999999998
United Kingdom,2008,Missiles,145.92000000000002
United Kingdom,2008,Naval weapons,28.0
United Kingdom,2009,Aircraft,67.55
United Kingdom,2009,Armoured vehicles,112.64999999999999
United Kingdom,2009,Engines,3.0
United Kingdom,2009,Missiles,61.52
United Kingdom,2009,Naval weapons,42.0
United Kingdom,2010,Aircraft,147.5
United Kingdom,2010,Armoured vehicles,48.620000000000005
United Kingdom,2010,Engines,6.5
United Kingdom,2010,Missiles,67.12
United Kingdom,2010,Naval weapons,42.0
United Kingdom,2011,Aircraft,41.0
United Kingdom,2011,Armoured vehicles,84.86
United Kingdom,2011,Engines,2.25
United Kingdom,2011,Missiles,91.52000000000001
United Kingdom,2012,Aircraft,260.0
United Kingdom,2012,Engines,71.5
United Kingdom,2012,Missiles,67.52000000000001
United Kingdom,2013,Aircraft,223.85
United Kingdom,2013,Engines,70.0
United Kingdom,2013,Missiles,54.06
United Kingdom,2014,Aircraft,157.7
United Kingdom,2014,Engines,30.0
United Kingdom,2014,Missiles,9.0
United Kingdom,2015,Aircraft,310.0
United Kingdom,2015,Engines,44.0
United Kingdom,2015,Missiles,4.0
United Kingdom,2015,Naval weapons,14.0
United Kingdom,2016,Aircraft,120.0
United Kingdom,2016,Engines,32.0
United Kingdom,2016,Missiles,52.5
United Kingdom,2016,Naval weapons,14.0
United Kingdom,2017,Aircraft,690.0
United Kingdom,2017,Missiles,57.5
United Kingdom,2017,Naval weapons,7.0
United Kingdom,2018,Aircraft,140.0
United Kingdom,2019,Aircraft,245.0
United Kingdom,2020,Aircraft,593.0
United Kingdom,2020,Missiles,5.0
United Kingdom,2021,Aircraft,860.0
United Kingdom,2021,Missiles,7.5
United Kingdom,2022,Aircraft,726.5
United Kingdom,2022,Missiles,41.3
United Kingdom,2023,Aircraft,353.0
United Kingdom,2023,Missiles,3.2
